name,type,breed,size,days_in_shelter,outcome_condition,is_sterilized,outcome
PIERRE,DOG,POODLE MIN/MIX,2,0,1,0,0
JAKE,DOG,AUST SHEPHERD/MIX,3,7,1,1,0
DIESEL,DOG,LABRADOR RETR,4,0,1,1,0
PUFF PUFF,CAT,DOMESTIC LH,2,71,1,1,1
SHILOH,DOG,AUST KELPIE,3,19,1,1,1
SCRAPPY,DOG,MALTESE/POODLE MIN,2,16,1,1,1
BELLA,DOG,LABRADOR RETR,3,0,1,1,0
54,OTHER,CHICKEN,2,0,0,0,0
SOFIA,CAT,DOMESTIC SH,2,38,0,1,1
CHEECH,DOG,PIT BULL,3,0,0,0,0
VOLCAN,DOG,PIT BULL,3,0,1,1,0
*LUKE,CAT,DOMESTIC SH,1,13,1,1,1
TASHA,DOG,PARSON RUSS TER/MIX,2,2,1,1,0
FALOPIAN,CAT,DOMESTIC SH,2,14,1,1,1
MATER,DOG,GERM SH POINT,4,21,1,1,1
TJ,DOG,AUST CATTLE DOG/MIX,4,0,1,1,0
CAT,DOG,CATAHOULA/MIX,4,0,1,1,0
*ROMEO,DOG,CAVALIER SPAN/MIX,2,31,1,1,1
*RICKY,OTHER,RABBIT SH,2,44,1,1,1
*MILTON,DOG,GERM SHEPHERD/MIX,4,39,0,1,0
COBRA,DOG,PIT BULL,3,12,1,1,0
*RUSSEL,CAT,DOMESTIC SH,2,27,1,1,1
LOUISA DOVE,CAT,DOMESTIC SH,2,23,1,1,1
*JACOB,DOG,LABRADOR RETR/MIX,4,10,0,1,1
FRED ASTAIRE,DOG,SHIBA INU/MIX,4,0,1,1,0
BROWNIE,DOG,CHIHUAHUA LH/MIX,2,1,0,0,0
AVA GARDNER,CAT,SIAMESE,2,5,1,1,1
ARI,DOG,PIT BULL,3,0,0,1,0
MILO,DOG,GERM SHEPHERD,3,6,0,0,0
GOOSE,DOG,ANATOL SHEPHERD/AUST CATTLE DOG,4,0,1,1,0
MARISCA,DOG,CATAHOULA/MIX,3,5,1,0,0
LUCA,DOG,SIBERIAN HUSKY,3,1,0,0,0
*KIERA,CAT,DOMESTIC SH,1,8,1,1,1
*MARTINI,CAT,DOMESTIC SH,3,14,1,1,0
KENNY,DOG,LABRADOR RETR/MIX,4,21,0,1,0
CHARLEY,OTHER,RABBIT SH,2,15,1,1,0
FOXY,DOG,CHIHUAHUA SH/MIX,2,23,0,0,0
*BENITO,DOG,ITAL GREYHOUND,1,4,1,1,1
MOO,CAT,DOMESTIC SH,2,9,1,1,0
*BETTY,OTHER,RABBIT SH,2,51,1,0,0
*DOT,CAT,DOMESTIC SH,1,3,1,0,0
CARL,CAT,DOMESTIC MH,1,3,1,1,1
ENZO,CAT,DOMESTIC SH,2,3,1,1,0
HINDSIGHT,DOG,ROTTWEILER/SIBERIAN HUSKY,4,1,0,0,0
BUDDY,DOG,RHOD RIDGEBACK,4,1,1,1,0
PJ,DOG,PUG,2,1,1,1,0
HUCK,DOG,GREAT PYRENEES,5,0,1,1,0
RENO,DOG,AUST SHEPHERD,3,0,1,1,0
OLIVE,DOG,PIT BULL/MIX,3,0,1,1,0
HUNTER,DOG,FOX TERR SMOOTH/MIX,3,0,1,0,0
ODEN,DOG,PIT BULL,4,10,1,0,0
SONIC,DOG,CHIHUAHUA SH,1,1,0,0,0
SNOW BALL GORDIS,DOG,POODLE MIN,3,0,1,0,0
DAISY,CAT,DOMESTIC MH,3,7,1,1,0
LEO,DOG,POODLE TOY,2,0,1,1,0
BEAR BUDDY,CAT,DOMESTIC SH,2,17,1,1,1
*SPROCKET,CAT,DOMESTIC SH,1,65,1,1,1
SHADOW,DOG,SIBERIAN HUSKY,4,1,0,0,0
DIAMOND,DOG,LABRADOR RETR/MIX,3,1,1,0,0
CHIEF,DOG,SIBERIAN HUSKY,3,0,1,1,0
PUMPKIN,CAT,DOMESTIC SH,2,35,1,1,1
*RANGO,DOG,BULL TERRIER/MIX,3,77,1,1,1
MARLEY,DOG,CHIHUAHUA SH,2,1,0,0,0
BUTTER,CAT,DOMESTIC MH,2,4,0,1,0
POSEY,DOG,BEAGLE,3,3,0,1,0
SMOKEY,DOG,PIT BULL,4,23,0,0,0
JOE,DOG,LABRADOR RETR,4,1,1,1,0
*BONNIE,DOG,PIT BULL,4,38,0,1,0
CASPER,DOG,LABRADOR RETR,4,0,1,1,0
INDICA,DOG,PIT BULL,3,1,1,0,0
GOOSE,OTHER,DUTCH,2,26,1,1,0
CHARLIE,DOG,PUG/BEAGLE,1,3,1,0,0
SPROUT,DOG,BRUSS GRIFFON,2,18,0,1,1
*KERRI,DOG,CHIHUAHUA SH,2,47,1,0,0
HARLEY GIRL,DOG,CHIHUAHUA SH,1,11,1,1,0
*ALEXIS,CAT,DOMESTIC SH,1,9,0,1,1
ROSIE BROOK,DOG,AUST SHEPHERD/POODLE TOY,1,1,0,0,0
PINKY,DOG,TR WALKER HOUND,3,20,1,0,0
THEODOSIA,CAT,DOMESTIC SH,2,28,1,1,1
BULA,DOG,ENG BULLDOG,3,2,1,0,0
BELLA,DOG,COTON DE TULEAR,2,0,0,1,0
MOM,OTHER,GUINEA PIG,2,9,1,0,0
JADE,CAT,DOMESTIC MH,2,32,1,1,1
STELLA,DOG,GREAT PYRENEES,3,0,1,1,0
DOMINO,CAT,DOMESTIC SH,1,2,1,1,1
WOLF,DOG,CHIHUAHUA SH,1,40,0,1,0
DIANA,DOG,GERM SHEPHERD,4,0,0,0,0
LOUIE,DOG,YORKSHIRE TERR,2,2,0,0,0
MAMAS,DOG,QUEENSLAND HEEL,1,8,0,0,0
GRACIE,DOG,WEIMARANER,3,1,1,1,0
KISSES,DOG,AUST SHEPHERD,3,14,1,1,0
VIDA,DOG,PARSON RUSS TER/BOXER,2,23,1,1,1
BELLE,DOG,CHIHUAHUA SH/MIX,2,1,1,0,0
WHITNEY,DOG,AKITA/LABRADOR RETR,4,45,1,1,1
ASPEN,DOG,GERM SHEPHERD/MIX,4,35,1,1,1
*BO PEEP,CAT,DOMESTIC SH,1,20,1,1,0
BATSY,CAT,DOMESTIC MH,2,36,1,1,0
*BARNEY,DOG,CHIHUAHUA SH,2,24,1,1,1
THOR,DOG,BOXER/SHIBA INU,3,0,1,1,0
NATASHA,CAT,DOMESTIC SH,1,23,1,1,1
DIXIE,DOG,BLOODHOUND,5,0,1,1,0
OLLIE,DOG,AUST CATTLE DOG,3,190,1,1,0
PELUCHE,DOG,SHIH TZU,1,18,0,1,1
SNOOPY,DOG,AMER BULLDOG,4,1,1,0,0
PRINCESS MOMMA,DOG,CHIHUAHUA SH,1,1,0,0,0
WHISKEY,DOG,SIBERIAN HUSKY,4,21,0,0,0
JEZEBEL,CAT,DOMESTIC SH,2,33,1,1,1
PALOMO,DOG,ALASKAN HUSKY,4,15,0,0,0
FLUFFY,DOG,TIBETAN TERR/POODLE MIN,3,16,1,1,1
*PEPPERMINT,DOG,GERM SHEPHERD/MIX,3,45,0,0,0
HERCULES,DOG,CHIHUAHUA SH,2,3,0,1,0
SAMSON,DOG,CHIHUAHUA SH/MIX,2,1,1,1,0
CINDER,DOG,LABRADOR RETR/MIX,1,14,1,1,1
VIXEN,DOG,LABRADOR RETR/MIX,4,0,1,1,0
*SLY,DOG,PIT BULL/BORDER COLLIE,2,23,1,1,1
DAVEY,DOG,PARSON RUSS TER/MIX,2,0,1,1,0
SWEETHEART,DOG,PIT BULL,3,0,0,1,0
BODIE,DOG,MALTESE/MIX,3,11,1,1,1
LALA,DOG,PIT BULL,3,45,0,1,0
CHITO,CAT,DOMESTIC SH,2,1,1,0,0
*SCARLETT,DOG,SCHNAUZER STAND/MIX,3,21,0,1,1
ESTRELLITA,DOG,MALTESE/POODLE MIN,1,0,1,1,0
BELLA,DOG,SCHNAUZER MIN/MIX,3,14,1,1,0
PETEY,DOG,RAT TERRIER/MIX,2,25,1,1,1
COCONUT,CAT,SIAMESE/MIX,1,30,1,1,1
NERO,DOG,GERM SHEPHERD,4,10,0,0,0
*JANIE,CAT,DOMESTIC SH,1,22,1,1,1
MAXWELL,OTHER,REX,2,1,1,1,1
*ASHLEY,DOG,BORDER COLLIE/PIT BULL,1,25,1,1,1
MARCO,CAT,DOMESTIC SH,3,42,1,1,1
*BUZZ,CAT,DOMESTIC SH,2,10,1,1,1
ROXY,DOG,CHIHUAHUA SH,2,38,0,0,0
BARNIE,DOG,CATAHOULA/BLACK MOUTH CUR,1,2,1,0,0
SCARLETT,DOG,GERM SHEPHERD,4,10,1,0,0
*CAPT CARUSO,CAT,DOMESTIC SH,1,53,1,1,1
*LAUREL,DOG,GERM SHEPHERD/MIX,4,40,1,1,0
CHOCOLATE,DOG,CHIHUAHUA SH,1,9,0,0,0
*DORE,CAT,DOMESTIC SH,2,17,1,1,1
*SLY,CAT,DOMESTIC SH,1,20,1,1,1
ID #28177,CAT,DOMESTIC SH,1,0,0,0,0
*LUCY,CAT,DOMESTIC SH,2,1,0,1,0
LOKI,DOG,GERM SHEPHERD,3,0,1,1,0
DUKE,DOG,RHOD RIDGEBACK/MIX,4,2,1,0,0
SHADOW,DOG,YORKSHIRE TERR,1,18,0,0,0
COBRA,DOG,PIT BULL,3,3,1,1,0
MURPHY,DOG,DACHSHUND/CHIHUAHUA SH,2,14,1,1,1
DUSTY,DOG,PARSON RUSS TER,2,14,0,0,0
LIR,DOG,BORDER COLLIE,3,3,1,0,0
*SANDY,CAT,DOMESTIC LH,2,12,1,1,1
*JOAN,DOG,PARSON RUSS TER/MIX,2,43,1,1,0
MAX,DOG,CATAHOULA/MIX,3,3,0,1,0
*JENNY,CAT,DOMESTIC MH,1,6,1,1,1
MAGIC,CAT,DOMESTIC LH,2,4,0,1,0
TUTUN,DOG,PUG,2,1,1,0,0
WITTY,CAT,DOMESTIC LH,2,10,0,1,0
LILO BEAR,DOG,DACHSHUND/PARSON RUSS TER,2,0,1,1,0
*PIPPY,DOG,TIBETAN TERR/MIX,2,37,1,1,1
*BRIAN,CAT,DOMESTIC SH,2,14,1,1,1
*LEO,CAT,DOMESTIC LH,2,64,1,1,1
*GORDIE,DOG,PIT BULL,4,37,0,1,0
*DENALI,DOG,GERM SHEPHERD,4,35,1,1,1
*ALICE,CAT,DOMESTIC SH,1,24,1,1,1
LAYLA,DOG,FRENCH BULLDOG/MIX,2,1,0,1,0
*ROSCO,DOG,GERM SHEPHERD/ROTTWEILER,4,194,0,1,0
SNOW,DOG,SIBERIAN HUSKY,3,9,0,1,0
BELKA,DOG,SIBERIAN HUSKY/GERM SHEPHERD,4,0,1,0,0
RANGO,DOG,PIT BULL,4,3,1,1,0
L.J.,OTHER,LOP-MINI,2,11,0,0,0
DAISY D,DOG,ENG COONHOUND,3,3,1,0,0
JACKIE,DOG,YORKSHIRE TERR/MIX,1,1,1,1,0
FIGGY,CAT,DOMESTIC LH,2,9,1,1,1
*WAYNE,DOG,ANATOL SHEPHERD,4,50,1,0,0
RAMCESS,DOG,PIT BULL,4,1,1,1,0
*GINA,DOG,SHIBA INU/MIX,2,8,1,1,1
TOBY,CAT,RUSSIAN BLUE,2,0,0,1,0
MILO,CAT,DOMESTIC SH,1,4,1,1,1
CARLOS,CAT,DOMESTIC SH,1,9,1,1,1
ABBY,DOG,PIT BULL,4,1,0,1,0
*MILO,DOG,GERM SHEPHERD/MIX,2,11,1,1,1
MACY,DOG,AUST SHEPHERD/MIX,4,1,1,1,0
HARLEY,DOG,LABRADOR RETR,4,2,1,1,0
SOL,DOG,CATAHOULA/MIX,3,60,0,1,1
QUARA,DOG,PIT BULL/MIX,3,6,1,0,0
MAX,DOG,BORDER COLLIE,3,0,0,0,0
OLIVER,DOG,CAVALIER SPAN,2,0,1,1,0
ZOE,DOG,POODLE MIN,2,3,1,0,0
BEN,CAT,DOMESTIC SH,2,15,1,1,0
*LAYLA,DOG,PIT BULL,1,18,1,1,1
LAYLA,DOG,FRENCH BULLDOG/MIX,2,3,0,1,0
TANK,DOG,PIT BULL,4,0,0,1,0
DRACO,DOG,PIT BULL,3,0,1,1,0
BOO,DOG,TR WALKER HOUND,3,1,1,1,0
DBO/ZEUS,DOG,PIT BULL/BULLMASTIFF,3,0,1,1,0
LUNA,DOG,PIT BULL/MIX,3,5,1,1,0
*ARETHA,CAT,DOMESTIC SH,1,46,1,1,1
RAJA,CAT,DOMESTIC LH,1,44,1,1,1
*STEVE,CAT,DOMESTIC SH,1,16,1,1,1
KILO,DOG,BULLMASTIFF,4,13,1,0,0
JAZZY,CAT,DOMESTIC SH,2,4,1,1,0
BEAR,DOG,ROTTWEILER,5,0,1,1,0
*STRAWBERRY,OTHER,LOP-MINI/MIX,2,71,1,0,0
OLIVE,CAT,DOMESTIC SH,1,55,1,1,1
BUDDY,DOG,CHIHUAHUA SH,1,18,1,1,1
*CHIP,OTHER,GUINEA PIG,2,20,0,0,0
*UBER,DOG,CHIHUAHUA SH,2,23,1,1,1
BENJI,DOG,SC WHEAT TERR/MIX,3,22,1,1,1
LOBA,DOG,GERM SHEPHERD,4,46,1,1,1
*ANNABELLE,CAT,DOMESTIC SH,2,13,1,1,1
*QUIL,DOG,GERM SHEPHERD/AUST SHEPHERD,3,51,1,1,1
ALFIE,DOG,SHIH TZU/MIX,3,0,1,1,0
BUTTERS,DOG,WELSH CORGI PEM/BORDER COLLIE,2,2,0,1,0
STURGILL,DOG,STAFFORDSHIRE,4,1,1,0,0
TANK,DOG,PIT BULL,4,28,0,1,1
PEZ,DOG,BOSTON TERRIER/MIX,2,1,1,1,0
FLOPPY EARS,DOG,BASSET HOUND/PARSON RUSS TER,2,1,0,0,0
ZOEY,CAT,DOMESTIC SH,2,71,0,1,1
*RANDY,DOG,CHIHUAHUA SH,2,24,0,1,0
*THOMAS,DOG,AUST CATTLE DOG/MIX,3,23,1,1,0
*MARIAH,CAT,DOMESTIC SH/ABYSSINIAN,1,49,1,1,1
LOU,DOG,PIT BULL,4,42,1,1,0
IO,DOG,PIT BULL,5,0,1,0,0
RAMSES,DOG,BOXER,3,0,1,0,0
OTIS,DOG,PIT BULL/MIX,1,9,1,1,1
MAC,DOG,GERM SHEPHERD,4,0,1,1,0
BANDIT,CAT,DOMESTIC MH,2,37,1,1,1
CHLOE,CAT,DOMESTIC SH,1,4,1,1,1
POE,DOG,AUST CATTLE DOG,3,0,1,1,0
*INDY,CAT,DOMESTIC MH,1,59,1,1,1
JET/JELLY,DOG,BORDER COLLIE/MIX,3,3,0,1,0
GIADA,DOG,ROTTWEILER,4,0,1,1,0
*BROCK,CAT,DOMESTIC SH,1,8,1,1,1
*FRANKY,DOG,CHIHUAHUA SH,1,74,1,1,0
SADIE,DOG,CHIHUAHUA SH,1,38,1,1,1
LADY,DOG,TR WALKER HOUND/MIX,3,23,1,1,1
*BARB,CAT,DOMESTIC SH,1,10,1,1,1
RENCO,DOG,GERM SHEPHERD,4,1,0,0,0
POLY,DOG,POODLE MIN/MIX,2,2,1,0,0
*CANDY,CAT,DOMESTIC SH,1,55,1,1,1
LOKI,CAT,DOMESTIC SH,1,39,1,1,1
ID# 27465,CAT,DOMESTIC SH,1,3,0,0,0
*RATA,CAT,DOMESTIC SH,2,26,1,1,1
KITA,DOG,PIT BULL,4,0,0,1,0
OSO,DOG,GERM SHEPHERD/MIX,3,1,0,1,0
*KAMALA,CAT,DOMESTIC SH,2,42,1,1,1
GINGER,DOG,GERM SHEPHERD/MIX,4,1,1,1,0
FANCY FACE,CAT,DOMESTIC LH,2,98,0,1,0
BRAUNIE,DOG,PIT BULL/MIX,3,23,1,1,0
TURBO,DOG,PARSON RUSS TER/MIX,2,20,0,1,0
PATCHES,CAT,DOMESTIC SH,2,29,1,1,0
*SID,DOG,SIBERIAN HUSKY,3,75,1,1,1
JUPITER,DOG,POODLE STND,4,0,1,1,0
*WILMA,DOG,BEAGLE,3,19,1,1,1
RAIDER,DOG,PARSON RUSS TER/MIX,3,1,0,1,0
SNOWFLAKE,DOG,CATAHOULA/MIX,3,92,1,1,1
JUDAH,DOG,PIT BULL/MIX,3,7,1,0,0
SENOR SMOOCH,DOG,POMERANIAN/PUG,2,1,1,1,0
*WALLY,DOG,PARSON RUSS TER/MIX,2,34,1,0,0
*KYLE,CAT,DOMESTIC SH,1,85,1,1,1
GRACIE,DOG,ST BERNARD SMTH,5,0,1,0,0
*DANTE,DOG,ITAL GREYHOUND,1,4,1,1,1
ROXY,DOG,SHETLD SHEEPDOG/WELSH CORGI CAR,3,1,1,1,0
*RANDY,DOG,TIBETAN TERR/MIX,3,19,1,0,0
MIA,DOG,CHIHUAHUA SH,2,60,1,1,0
MEGAN,DOG,WELSH TERRIER,2,0,1,1,0
RUE,DOG,PIT BULL,3,25,1,1,0
GARDNER,DOG,AUST SHEPHERD/BORDER COLLIE,4,1,1,1,0
*PRINCE,CAT,DOMESTIC SH,2,11,1,1,1
*STEVE,CAT,DOMESTIC SH,1,24,1,1,1
PEANUTBUTTER,DOG,PIT BULL,3,180,1,1,0
*ROSIE,DOG,BOXER/PIT BULL,3,3,1,1,1
LOLLI,DOG,PARSON RUSS TER/MIX,2,0,1,0,0
DAKOTA,DOG,ALASK MALAMUTE,4,0,1,0,0
SUGAR,OTHER,REX/MIX,2,22,1,0,0
*LUNA,DOG,VIZSLA/MIX,3,24,0,1,0
REMY,DOG,PIT BULL,3,10,1,1,0
KING,DOG,LABRADOR RETR,4,24,1,1,0
BUSTER,CAT,DOMESTIC SH,2,2,0,1,0
GYPSY,DOG,CHIHUAHUA SH,1,3,1,1,1
ROSIE,DOG,DACHSHUND LH,1,1,0,1,0
*EARL,CAT,DOMESTIC LH,2,12,1,1,1
SASHA WIN,DOG,GERM SHEPHERD,4,20,0,1,0
MIDNIGHT,CAT,DOMESTIC MH,2,32,0,0,0
TUGBOAT,CAT,DOMESTIC LH,2,15,1,1,1
*EUGENE,CAT,DOMESTIC SH,1,35,1,1,1
*JACK,DOG,PIT BULL,3,48,1,1,1
*ANNE,CAT,DOMESTIC MH,1,30,1,1,1
TOYA,DOG,LHASA APSO/MIX,2,0,1,0,0
*SPROUT,CAT,DOMESTIC SH,1,42,1,1,1
DAISY,DOG,POODLE MIN,2,0,0,1,0
NALLA,DOG,SIBERIAN HUSKY/MIX,3,0,0,0,0
*CHAZ,CAT,DOMESTIC MH,2,41,1,1,1
*KATNISS,DOG,AUST KELPIE/MIX,3,56,0,0,0
*PAULA,CAT,DOMESTIC MH,1,29,1,1,1
*MONTY,DOG,PIT BULL,3,145,0,1,0
*SLEEPY,DOG,SIBERIAN HUSKY,4,114,1,1,1
ROCKY,CAT,DOMESTIC SH,2,41,1,1,1
*JELLY,DOG,RHOD RIDGEBACK/MIX,3,15,1,1,1
*ROSIE,CAT,DOMESTIC SH,1,36,1,1,1
SHAMUS,DOG,AUST SHEPHERD/MIX,3,7,1,0,0
TYSON,DOG,BORDER COLLIE/MIX,4,0,1,1,0
OSITO,DOG,CHIHUAHUA LH,2,9,0,1,0
CURTIS,CAT,DOMESTIC SH,2,17,0,1,0
*FRANCES,CAT,DOMESTIC SH,1,16,1,1,1
INDIGO,DOG,SIBERIAN HUSKY/MIX,1,30,1,1,1
OLIVER,DOG,GERM SHEPHERD/MIX,4,2,0,0,0
*LUCKY,DOG,AM PIT BULL TER/BULLDOG,3,56,0,1,1
*NEPTUNE,CAT,DOMESTIC MH,1,23,1,1,1
JUNIOR,DOG,FRENCH BULLDOG/MIX,3,3,0,0,0
*CANDY,DOG,FOX TERR SMOOTH/MIX,3,51,1,1,1
SANDY,DOG,POODLE MIN,2,85,1,1,1
PERDI,DOG,GREAT PYRENEES/MIX,4,52,1,1,1
*MARTY MCFLY,OTHER,GUINEA PIG,2,23,1,0,0
*ORANGE,CAT,DOMESTIC SH,1,11,1,1,1
CHICK,DOG,CHIHUAHUA SH/PARSON RUSS TER,2,11,1,1,1
COCO BEAN,DOG,PIT BULL/ALASK MALAMUTE,4,0,1,1,0
STAR,CAT,DOMESTIC SH,2,5,1,1,1
*GRAHAM,DOG,WELSH CORGI CAR/MIX,2,21,1,0,0
*BLITZ,DOG,MIN PINSCHER,2,25,1,0,0
TWINKIE,CAT,DOMESTIC SH,2,2,0,1,0
LULI,CAT,DOMESTIC SH,2,25,0,1,0
STEVIE,DOG,PIT BULL,3,3,1,1,0
*PETUNIA,CAT,DOMESTIC SH,2,0,0,1,0
LUNA,DOG,AUST CATTLE DOG/GERM SHEPHERD,4,1,0,1,0
*PICASSO,DOG,PIT BULL/MIX,4,22,0,1,0
PENNY,DOG,LABRADOR RETR/BORDER COLLIE,3,6,1,0,0
BENTLEY,DOG,MALTESE/YORKSHIRE TERR,2,0,1,1,0
LINK,DOG,SIBERIAN HUSKY/GERM SHEPHERD,3,19,1,1,1
DIESEL,DOG,DOBERMAN PINSCH,5,0,1,0,0
GUCCI,DOG,FRENCH BULLDOG,2,3,1,0,0
CANELA,DOG,PIT BULL/MIX,3,4,1,1,0
MOLLY,DOG,TR WALKER HOUND,4,28,0,1,0
CHLOE,DOG,PUG/BEAGLE,2,1,1,1,0
SUKI,CAT,DOMESTIC SH,2,1,1,1,0
*BISCUIT,CAT,DOMESTIC SH,1,44,1,1,1
*BONNIE,DOG,BEAGLE/PUG,2,44,0,1,0
CHEWY,DOG,CHIHUAHUA SH/MIX,2,1,0,1,0
BZ,DOG,PIT BULL,3,27,0,0,0
GINGER,DOG,MALTESE/POODLE TOY,2,5,0,0,0
HOUDINI,DOG,CHIHUAHUA SH,2,7,0,1,0
ROCKY,DOG,BEAGLE/FOX TERR SMOOTH,3,1,1,1,0
AGAPE,DOG,PIT BULL,3,27,1,1,0
LETZY,DOG,CHIHUAHUA SH,2,6,1,1,0
SUSIE,DOG,BRITTANY/MIX,2,12,1,0,0
PENNY,DOG,QUEENSLAND HEEL/MIX,3,17,1,1,1
APOLLO,DOG,PIT BULL,3,40,1,0,0
*RINGO,DOG,CHIHUAHUA SH/MIX,2,38,1,1,1
SAMANTHA,DOG,BEAGLE,2,3,1,0,0
*LEMON,OTHER,PARAKEET,2,17,1,0,1
*PANDA,CAT,DOMESTIC SH,3,46,1,1,1
*WILLOW,DOG,GERM SHEPHERD,3,242,1,1,1
PINKY,DOG,PIT BULL,3,1,1,0,0
CHARLIE,DOG,GERM SHEPHERD/MIX,4,19,0,1,0
RUDY,DOG,CHOW CHOW/MIX,3,5,0,1,0
JACK,DOG,PARSON RUSS TER/MIX,2,25,1,1,1
*MANGO,CAT,DOMESTIC SH,2,41,1,1,1
CHOCOLATE CHIP,CAT,DOMESTIC LH,1,24,1,1,1
RUBY,DOG,MALTESE/MIX,2,0,1,0,0
CHUY,DOG,PIT BULL,4,32,1,1,0
ANDY,DOG,CHIHUAHUA SH,2,38,1,1,0
WHISKEY,DOG,CAIRN TERRIER/MIX,2,19,0,0,0
ABBY,DOG,POMERANIAN,1,1,1,1,0
LEO,DOG,POODLE TOY,2,19,0,1,0
SINCERE,DOG,LABRADOR RETR/MIX,3,0,0,1,0
RAFI,DOG,VIZSLA,3,1,0,0,0
*ENZO,OTHER,GUINEA PIG,2,51,1,0,1
*FLOR,DOG,GERM SHEPHERD/MIX,3,8,1,1,1
RUPERT,CAT,DOMESTIC LH,2,13,1,0,0
FRANK,CAT,SIAMESE/MIX,2,43,1,1,0
KIMBO,DOG,CHINESE SHARPEI/MIX,4,6,1,0,0
*PEPPERMINT,DOG,YORKSHIRE TERR/MIX,2,38,0,1,1
ANGEL,DOG,AMERICAN STAFF/PIT BULL,4,2,0,1,0
*ROCKELLE,CAT,DOMESTIC SH,1,16,1,1,1
KANE,DOG,GERM SHEPHERD,4,1,1,0,0
BELLA,CAT,MANX,2,3,0,1,0
SALLY,DOG,SCHNAUZER MIN,1,77,1,1,1
FLEMING,DOG,ITAL GREYHOUND,2,0,1,0,0
VAL,DOG,AUST SHEPHERD,4,16,1,1,1
CHUY,DOG,BELG MALINOIS/MIX,4,0,0,1,0
*JULIETTE,CAT,DOMESTIC SH,2,13,1,0,0
CHULA,DOG,CHIHUAHUA SH,1,5,1,1,1
TRAGAN,CAT,DOMESTIC SH,2,30,1,1,1
*JEMMA,CAT,DOMESTIC SH,1,62,1,1,1
*TINA,CAT,DOMESTIC SH,1,19,1,1,0
*APOLO,CAT,DOMESTIC MH,1,72,1,1,1
*BOBBY,OTHER,AMERICAN,2,13,1,1,1
SAGE,DOG,LABRADOR RETR,4,6,1,1,0
GIRL,DOG,FRENCH BULLDOG/AKITA,1,1,0,0,0
*MATILDA,DOG,MASTIFF/MIX,5,28,1,1,1
SEBASTIAN,DOG,GREAT PYRENEES,4,42,0,1,1
PRECIOUS,CAT,DOMESTIC SH,2,35,1,1,1
KALLEE,DOG,POMERANIAN,2,2,1,0,0
BUTTERNUT,CAT,DOMESTIC SH,2,3,0,1,0
GUENNIVERE,DOG,AKITA,4,2,1,0,0
*PEYTON,DOG,GERM SHEPHERD/MIX,4,49,1,1,0
*REGGIE,OTHER,AMERICAN,2,63,1,1,0
LETTY,DOG,DACHSHUND/MIX,2,29,1,1,1
KOA,DOG,LABRADOR RETR,4,24,0,1,0
WHISKEY,DOG,ROTTWEILER/GERM SHEPHERD,1,58,1,1,1
*NICO,DOG,CHIHUAHUA SH,1,14,1,1,1
RIGBY,DOG,LABRADOR RETR/MIX,4,22,1,1,1
ROCKET,DOG,COCKER SPAN,3,4,0,1,0
TANNER,DOG,AIREDALE TERR,4,1,1,1,0
FRANKIE,DOG,POODLE STND/WELSH TERRIER,3,1,1,1,0
NICO,DOG,AMER BULLDOG/MIX,4,0,1,1,0
*SUMMER,CAT,DOMESTIC SH,2,40,1,1,1
DARTH VADER,DOG,PIT BULL/MIX,4,29,0,1,0
*MAYA,CAT,DOMESTIC SH,2,10,1,1,1
*MONTY,DOG,CHIHUAHUA SH,1,12,1,1,1
*THEO,DOG,CHIHUAHUA SH,1,27,1,1,1
RARITY,DOG,POODLE MIN/MIX,2,9,0,0,0
*JEAN-LUC,DOG,CHIHUAHUA SH,2,17,1,1,0
*RIDGE,DOG,AUST CATTLE DOG/MIX,4,27,1,1,0
NALA,DOG,LABRADOR RETR,3,3,1,1,0
BEAST,DOG,SIBERIAN HUSKY,3,0,0,0,0
RUNNER,DOG,LABRADOR RETR,1,0,1,1,0
LADY,DOG,PIT BULL,4,49,1,1,1
RUBEN,DOG,AUST KELPIE,3,5,1,0,0
DAX,DOG,PIT BULL,4,14,0,1,0
BUSTER,DOG,PUG,2,3,0,0,0
FLUFF,DOG,GREAT PYRENEES,4,3,1,0,0
COCOA,CAT,DOMESTIC SH,2,6,0,0,0
RUBY,DOG,PIT BULL,3,39,0,1,0
DEMPSEY,CAT,DOMESTIC LH,2,5,1,1,0
*TWINKLES,OTHER,DUCK,2,21,1,0,1
NASH,DOG,SIBERIAN HUSKY/AUST SHEPHERD,4,0,1,1,0
ESCOBAR,DOG,PIT BULL,4,1,0,0,0
MOLLY,DOG,BEAGLE/MIX,3,0,1,1,0
BENNIE,DOG,SHIH TZU,2,3,0,1,0
WINK THE BLINK,DOG,CHIHUAHUA SH,2,32,1,1,1
*JENNIFER,CAT,DOMESTIC SH,1,6,1,1,1
*CLAUDIA,CAT,DOMESTIC SH,2,9,0,1,0
*LIL ED,OTHER,RABBIT SH,2,16,1,1,0
CASH,DOG,GERM SHEPHERD,4,7,1,1,0
DIXIE,CAT,DOMESTIC SH,1,63,1,1,1
LAYLA,DOG,FRENCH BULLDOG/MIX,2,0,1,1,0
TIMONE,DOG,CHIHUAHUA SH/MIX,2,0,1,1,0
MOCHA,DOG,BELG MALINOIS,3,0,1,0,0
ROXY,DOG,AUST CATTLE DOG/BELG MALINOIS,3,34,1,1,1
BEANS,DOG,PIT BULL/BOXER,3,0,0,1,0
SUNFLOWER,DOG,AUST CATTLE DOG,3,3,0,0,0
